Metric,Kalman,Static OLS,Lift
sharpe_net,3.361144170755439,1.247808887856044,2.1133352828993948
annual_return,0.03419044864498342,0.07220156945194793,-0.03801112080696451
annual_vol,0.010172264832454031,0.05786268246253878,-0.04769041763008475
max_drawdown,-0.0019077189900900127,-0.05620399152920885,0.05429627253911884
hit_rate,0.5769230769230769,0.5260223048327137,0.050900772090363144
n_trades,158.0,65.0,93.0
